Gene	CCL_A	CCL_B	CCL_C
RP11-23J9.7	0	0	0
RP11-23N2.4	0.6758	0	0.3664
RP11-23O13.1	0	0	0
RP11-23P13.4	0	0	0.1609
RP11-23P13.6	0	0	2.7624
RP11-23P13.7	0	0	2.739
RP11-240A16.1	0	0	0
RP11-240D10.4	0	0	0
RP11-240E2.2	0	0	0
RP11-240G22.1	0	0	0
RP11-240L7.4	0	0	0
RP11-240M16.1	0	0	0
RP11-241F15.1	0	0	0
RP11-241F15.10	0.2781	0	0.1187
RP11-241F15.3	0	0	0
RP11-241F15.5	0	0	0
RP11-241F15.6	0	0	0
RP11-241F15.7	0	0	0
RP11-241F15.9	0	0	0
RP11-241G9.3	0	0	0
RP11-241I20.1	0	0	0
RP11-241I20.4	0	0	0
RP11-241I20.5	0	0	0
RP11-241J12.1	0	0	0
RP11-241J12.3	0	0	0
RP11-241K18.2	0	0	0
RP11-241N4.2	0	0	0
RP11-242C19.2	1.4972	0	0
RP11-242C24.2	0	0	0
RP11-242C24.3	0	0	0
RP11-242D8.1	2.2982	0.0318	3.0119
RP11-242D8.2	0	0	0
RP11-242D8.3	0	0	0
RP11-242F11.2	0	0	0
RP11-242F24.1	0	0	0
RP11-242F4.2	0	1.8975	0
RP11-242G20.1	0	0	0
RP11-242J7.1	0	0	0
RP11-242O24.3	0	0	0
RP11-242O24.5	0	0	0
RP11-242P2.1	0	0	0
RP11-242P2.2	0	0	0
RP11-243A14.1	0	0	0
RP11-243A14.2	0	0	0
RP11-243A14.3	0	0	0
RP11-243E13.1	0	0	0
RP11-243E13.2	0	0	0
RP11-243J16.7	0	0	0
RP11-243J16.8	0	0	0
RP11-243J18.2	0	0	0
RP11-243M12.1	0	0	0
RP11-243M5.1	0	0	0
RP11-244B22.1	0	0	0
RP11-244B22.11	0	0	0
RP11-244B22.12	0	0	0
RP11-244B22.13	0	0	0
RP11-244B22.14	0	0	0
RP11-244B22.3	0	0	0
RP11-244B22.5	0	0	0
RP11-244B22.6	0	0	0
RP11-244B22.7	0	0	0
RP11-244F12.1	0	0	0
RP11-244F12.2	1.6823	0	0
RP11-244F12.3	0.4388	0.3022	0.7648
RP11-244H18.1	0	0	0
RP11-244H18.3	0	0	0
RP11-244H18.4	0	0	0.8138
RP11-244H3.1	0	0	0
RP11-244J10.1	0	0	0
RP11-244K5.6	0	0	0
RP11-244K5.7	0	0	0
RP11-244K5.8	0.7637	1.7695	0.5823
RP11-244N20.7	0	0	0
RP11-244N9.4	0	0	0
RP11-244N9.6	0	0	0
RP11-244O19.1	0	2.3362	0.8232
RP11-245A18.1	0	0	0
RP11-245C17.2	0	0	0
RP11-245C23.3	0	0	0
RP11-245G13.1	0	0	0
RP11-245G13.2	0	0	0
RP11-245J24.1	0	0	0
RP11-245J9.4	0	0	0
RP11-245J9.5	1.0396	0	0
RP11-245J9.6	0	0	0
RP11-245M24.1	0	0.1412	0.0151
RP11-245P10.4	0.1815	0	0.1481
RP11-245P10.6	0	0	0
RP11-245P10.8	0	0	0
RP11-246A10.1	0	0	0
RP11-246K15.1	0	0	0
RP11-247A12.1	0	0	0
RP11-247A12.2	0.8231	1.3262	0.1134
RP11-247A12.7	0	0	0
RP11-247A12.8	0	0	0
RP11-247C2.1	0	0	0
RP11-247C2.2	0	0	0
RP11-247I13.11	0.4059	0.1926	0
RP11-247I13.3	0	0	0.0935
RP11-247I13.6	0	0	0
RP11-247I13.8	0.1213	0	0
RP11-247L20.3	0	0	0.0855
RP11-247L20.4	1.374	0.9711	0.8686
RP11-248B24.4	0.5222	0	0
RP11-248C1.3	0	0	0
RP11-248D7.2	0	0	0
RP11-248E9.1	0	0	0
RP11-248E9.4	0	0	0
RP11-248E9.5	0	0	0
RP11-248E9.6	0	0	0
RP11-248E9.7	0	0	0
RP11-248G5.8	0	0	0
RP11-248I9.2	0	0	0
RP11-248J18.2	2.0441	1.372	1.4304
RP11-248J18.3	1.2019	0.8919	0.0864
RP11-248J23.5	0	0	0
RP11-248J23.6	0	0	0
RP11-248J23.7	0	0	0
RP11-248N22.1	0	0	0.8285
RP11-248N22.2	0	0	0
RP11-249C24.10	0	0	0
RP11-249C24.11	0	0	0
RP11-249L21.2	0	0	0
RP11-249L21.4	0	0	0
RP11-249M12.2	0	0	0
RP11-24B13.1	0	0	0
RP11-24B13.2	0	0	0
RP11-24B19.3	3.6499	2.0504	1.7395
RP11-24B19.4	1.202	0.2602	0
RP11-24C14.1	0	0	0
RP11-24C3.2	0	0	0
RP11-24D15.1	0	0	0
RP11-24F11.2	0	0	0
RP11-24H1.1	0	0	0
RP11-24I21.1	0	0	0
RP11-24J19.1	0	0	0
RP11-24J23.2	0	0	0
RP11-24M17.3	0	0	0
RP11-24M17.4	0	0	0
RP11-24M17.5	0	0	0
RP11-24N18.1	0	0	0
RP11-24P14.1	0	0	0
RP11-24P4.1	0	0	0
RP11-250B16.1	0	0	0
RP11-250B2.2	0	0	0
RP11-250B2.3	0.0781	0.6902	0.1953
RP11-250B2.5	0.3628	0.5967	0.1387
RP11-250B2.6	1.2947	0.6361	0.2271
RP11-250H24.2	0	2.4206	0.1273
RP11-250H24.4	0	0	0
RP11-250H24.6	0	0	0.2402
RP11-251G23.2	0	0	0
RP11-251G23.5	1.7837	0.8082	1.3601
RP11-251M1.1	0	0	0
RP11-251P6.1	0	0	0
RP11-252A24.2	2.2503	2.1441	3.6702
RP11-252A24.3	0.1029	0.124	0.723
RP11-252A24.5	0.0923	0	0
RP11-252A24.7	5.3808	3.2077	3.0591
RP11-252C15.1	0	0	0
RP11-252C24.2	0	0	0
RP11-252E2.1	0	0	0
RP11-252E2.2	0	0	0
RP11-252I13.1	0	0	0
RP11-252I13.2	0	0	0
RP11-252I14.1	0.0853	0	0
RP11-252I14.2	0.9552	0	0.0629
RP11-252K23.1	0	0	0
RP11-252K23.2	0	0	0
RP11-252M18.3	0	0	0
RP11-252M21.6	0	0	0
RP11-252O18.2	0	0	0
RP11-252O18.3	0	0	0
RP11-252O2.2	0	0	0
RP11-252P18.1	0	0	0
RP11-252P19.1	0	0	0.0388
RP11-252P19.2	0	0	0
RP11-253A20.1	0	0	0
RP11-253D19.1	0	0	0
RP11-253D19.2	0	0	0
RP11-253E3.1	0	0	0
RP11-253E3.3	1.9967	2.197	3.3708
RP11-253I19.3	0.4525	0	0
RP11-253I19.4	0	0	0
RP11-253M7.1	0	0.1582	0.7756
RP11-253M7.3	0.4911	0	0.2472
RP11-253M7.4	0	0	0
RP11-253M7.6	0	0	0
RP11-254A17.1	0	0	0
RP11-254B13.1	0.1335	0.2716	0.4821
RP11-254B13.3	0	0	0
RP11-254B13.4	0	0	0
RP11-254F19.2	0	0	0
RP11-254F19.3	0	0	0
RP11-254F7.1	0	0	0
RP11-254F7.2	1.0774	0.8957	0.4541
RP11-254F7.3	0	0.1086	0
RP11-254F7.4	0.1561	0.4849	0.4528
RP11-254G11.1	0	0	0
RP11-254I22.1	0	0	0
RP11-254I22.2	0	0	0
RP11-254I22.3	0	0	0
RP11-255A11.2	0	0.0938	0
RP11-255A11.21	0	2.0512	0.7217
RP11-255A11.4	0	0	0
RP11-255B23.1	0	0	0
RP11-255B23.4	0.1419	0	0
RP11-255C15.3	0.4473	0	0
RP11-255C15.4	0.3177	0	0
RP11-255E6.5	0	0	0
RP11-255E6.6	0.7969	0	0
RP11-255G12.2	0	0	0
RP11-255G12.3	0	0.128	0
RP11-255G21.1	0	0	0
RP11-255H23.2	0	0	0.1492
RP11-255H23.3	0	0	0
RP11-255H23.4	0.2211	0	0
RP11-255I10.1	0	0	0
RP11-255I10.2	0	0	0
RP11-255J3.2	0.1576	2.2934	0.424
RP11-255J3.3	0	0	0
RP11-255L13.1	0	0	0
RP11-255M2.1	0	0	0
RP11-255M2.2	0	0	0
RP11-255M6.1	0	0	0
RP11-255N24.1	0	0	0
RP11-255N24.4	0	0.0716	0.0796
RP11-255P5.2	0	0	0
RP11-256G5.1	0	0	0
RP11-256I23.1	0	0	0
RP11-256I23.2	0	1.2965	0.8785
RP11-256I23.3	0	0	0
RP11-256I9.2	3.8825	1.3027	0.0327
RP11-256I9.3	0	0	0
RP11-256K7.1	0	0	0
RP11-256L11.1	0	0	0
RP11-256L11.3	0	0	0
RP11-256L6.2	0	0	0
RP11-256L6.3	0	0	0
RP11-256L6.4	0	0	0
RP11-256P1.1	0	0	0
RP11-257A22.1	0	0	0
RP11-257I14.1	0	0	0
RP11-257I8.1	0	0	0
RP11-257I8.2	0	0	0
RP11-257K9.3	0	0	0
RP11-257K9.8	0	0	0
RP11-257P3.3	0	0.0865	0
RP11-258B16.1	0	0	0
RP11-258C19.4	0	0	0
RP11-258C19.5	0.1312	1.1599	1.3231
RP11-258C19.7	2.5516	2.002	2.5144
RP11-258F1.1	0	0.1124	0
RP11-258F22.1	0	0	0
RP11-258F22.2	0	0	0
RP11-258J10.1	0	0	0
RP11-258O13.1	0	0	0
RP11-259A24.1	0	0	0
RP11-259F16.3	0	0	0
RP11-259G18.1	0	0	0.5684
RP11-259G18.2	0	0	0
RP11-259G18.3	0	0	0
RP11-259K15.2	0	0	0
RP11-259K5.1	0	0	0
RP11-259K5.2	0.2358	0.6925	1.4079
RP11-259N19.1	0.5694	2.2451	2.8524
RP11-259O18.4	0	0	0
RP11-259O2.1	0	0	0
RP11-259O2.2	0	0	0
RP11-259O2.3	0.9207	1.6544	0.788
RP11-259P1.1	0	0	0
RP11-259P15.1	0	0	0
RP11-259P15.3	0	0	0
RP11-259P15.4	0	0	0
RP11-259P20.1	0	0	0
RP11-259P6.3	0	0	0
RP11-25B7.1	0	0	0
RP11-25C15.1	0	0	0
RP11-25C19.3	0	0	0
RP11-25D10.1	0	0	0
RP11-25D10.2	0	0	0
RP11-25D3.1	0	0	0.0517
RP11-25E2.1	0	0	0
RP11-25G10.2	0	0.2228	0
RP11-25H11.1	0	0	0
RP11-25H12.1	0	0	0.3758
RP11-25I11.1	0	0	0
RP11-25I15.1	0	0	0
RP11-25I15.2	0	0	0
RP11-25I15.3	0	0	0
RP11-25I9.2	0	0	0
RP11-25J3.2	0	0	0
RP11-25K19.1	0	2.0837	0.6741
RP11-25K21.1	0	0	0
RP11-25K21.6	0	0	0
RP11-25L3.3	0	0	0
RP11-25L5.2	0	0	0
RP11-25O10.2	0	0	0
RP11-25O3.1	0	0	0
RP11-25P11.2	0	0	0
RP11-260A9.1	0	0	0
RP11-260A9.4	0	0	0.3593
RP11-260A9.6	0	0	1.6208
RP11-260E18.1	0.064	0	0.1737
RP11-260G13.1	0	0	0
RP11-260M19.1	0	0	0
RP11-260M19.2	0	0	0
RP11-260M2.1	1.6333	1.078	0.3668
RP11-260O18.1	0	0	0
RP11-261B23.1	0	0	0
RP11-261B23.2	0	0	0
RP11-261C10.1	0	0	0
RP11-261C10.2	0	0	0
RP11-261C10.3	3.0292	1.9922	2.2303
RP11-261C10.4	0	0	0
RP11-261C10.5	0	0.178	0.3308
RP11-261C10.7	0.1666	0.0603	0
RP11-261N11.8	0	0	0
RP11-261P24.2	0	0	0
RP11-261P9.4	0.7291	0.1864	0.213
RP11-262A12.1	0	0	0
RP11-262D11.1	0	0	0
RP11-262D11.2	0	0	0
RP11-262H14.1	0	3.1258	1.1288
RP11-262H14.11	0	0	0
RP11-262H14.3	0.1711	2.2792	2.7585
RP11-262H14.4	1.487	2.6365	2.8103
RP11-262H14.5	0	1.9739	1.9226
RP11-262H14.7	0	1.1887	0.3444
RP11-262I2.2	0	0	0
RP11-262K1.1	0	0	0
RP11-262M14.2	0	0	0
RP11-263C16.2	0	0	0
RP11-263C24.1	0	0	0
RP11-263C24.3	0	0	0
RP11-263E1.1	0	0	0
RP11-263F14.3	0	0	0
RP11-263I1.1	0	0	0
RP11-263K19.4	1.0826	1.9049	0.9819
RP11-263K19.6	0	0	0
RP11-263K4.1	0	0	0
RP11-263K4.3	0	0	0
RP11-263K4.4	0	0	0
RP11-263K4.5	0	0	0
RP11-264A11.1	0	0	0
RP11-264B14.1	0	0	0
RP11-264B14.2	0	0	0
RP11-264B17.2	1.841	0.5024	2.3986
RP11-264B17.3	1.1579	1.1816	0.7498
RP11-264B17.4	0	0	0
RP11-264B17.5	0	0	0
RP11-264C15.2	0	0	0
RP11-264E18.1	0	0	0
RP11-264E20.1	0	0	0
RP11-264E20.2	0	0	0
RP11-264E23.1	0	0	0
RP11-264F23.1	0	0	0
RP11-264F23.3	0	0	0
RP11-264F23.4	0	0	0
RP11-264I13.2	0	1.0954	1.7363
RP11-264K23.1	0	0	0
RP11-264L1.3	0	0	0
RP11-264L1.4	0	0	0
RP11-264M12.2	0.2058	0	0.1222
RP11-265B8.5	0	0	0
RP11-265D17.2	0	0	0
RP11-265D19.6	0	0	0
RP11-265D19.7	0	0	0
RP11-265D20.1	0	0	0
RP11-265E18.1	0	0	0
RP11-265F19.1	0	0	0
RP11-265G8.3	0	0	0
RP11-265N6.1	0	0	0
RP11-265N6.2	0	0	0
RP11-265N6.3	0	0	0
RP11-265N6.4	0	0	0
RP11-265N7.1	0	0	0
RP11-265N7.2	0	0	0
RP11-265O12.1	0	0	0
RP11-265P11.1	0	0	0
RP11-265P11.2	0	0	0
RP11-266A24.1	0.3527	0	0
RP11-266E14.1	0	0	0
RP11-266E16.1	0	0	0
RP11-266E6.3	0	0	0
RP11-266E8.2	0	0	0
RP11-266I3.1	0	0	0
RP11-266I3.5	0	0	0
RP11-266I3.7	0	0	0
RP11-266J6.2	0	0.4905	0.1357
RP11-266K22.2	0	0	0
RP11-266K4.1	0	0	0
RP11-266K4.9	1.1945	0.161	2.0503
RP11-266L9.1	0	0	0
RP11-266L9.2	0	0	0.1402
RP11-266L9.3	0	0	0
RP11-266L9.4	0	0	0
RP11-266L9.5	0	0	0
RP11-266L9.6	0	0	0
RP11-266N13.2	0	0	0
RP11-266O15.3	0	0	0
RP11-266O15.4	0	0	0
RP11-266O8.1	0.0534	0	0
RP11-267A15.1	0	0	0
RP11-267A15.3	0	0	0
RP11-267C16.1	0	0	0
RP11-267C16.2	0	0	0
RP11-267D19.1	0	0	0
RP11-267D19.2	0	0	0
RP11-267J23.1	0	0	0
RP11-267J23.4	0	0	0
RP11-267L5.1	0	0	0
RP11-267M23.3	0	0	0
RP11-267M23.4	0	0.0831	0.0955
RP11-267M23.5	0	0	0
RP11-267M23.6	0	0	0
RP11-267M23.7	0	0	0
RP11-267N12.1	0	0	0
RP11-267N12.2	0	0	0
RP11-267N12.3	0.499	1.3575	0
RP11-268E23.2	0	0	0
RP11-268F1.3	0	0	0
RP11-268G12.1	0	0	0.3689
RP11-268G12.2	0	0	0
RP11-268G12.3	0	0	0
RP11-268G13.1	0	0	0
RP11-268I9.1	0	0	0
RP11-268I9.3	0	0	0
RP11-268I9.4	0	0	0
RP11-268J15.5	2.68	3.4538	0.0238
RP11-268P4.2	0	0	0
RP11-268P4.4	0.1217	0	0
RP11-268P4.5	0	0	0
RP11-269C4.1	0	0	0
RP11-269C4.2	0	0	0
RP11-269F19.2	0.4662	0.2802	0
RP11-269F20.1	0	0	0
RP11-269F21.1	0	0	0
RP11-269F21.2	0	0	0
RP11-269F21.3	0.091	1.9166	0
RP11-269G24.2	0	0	0
RP11-269G24.3	0	0	0
RP11-269G24.4	0	0	0
RP11-269G24.6	0	0	0
RP11-269G24.7	0	0	0
RP11-269G24.8	0	0	0
RP11-269M20.1	0	0	0
RP11-269M20.2	0	0	0
RP11-269M20.3	0	0	0
RP11-26C10.1	0	0	0
RP11-26E5.1	0	0	0
RP11-26F2.1	0.0916	0.0646	0.1292
RP11-26F2.2	0	0	0
RP11-26H16.1	0	0	0
RP11-26J3.1	0	0	0
RP11-26J3.3	1.1907	0.1949	0
RP11-26L16.1	0	0	0
RP11-26L20.3	0	0	0
RP11-26L20.4	0	0	0
RP11-26M5.2	0	0	0
RP11-26M5.3	0	0	0
RP11-26N15.2	0	0	0
RP11-26O3.1	0	0	0
RP11-26P13.2	0	0	0
RP11-270B14.1	0	0	0
RP11-270C12.3	0	0	0
RP11-270F18.2	0	0	0
RP11-270L13.1	0	0	0
RP11-270M14.1	0.11	0	0
RP11-270M14.4	0.1173	0	0
RP11-270M14.5	0	0	0
RP11-271C24.2	0	0	0
RP11-271C24.3	0	0	0
RP11-271F18.1	0	0	0
RP11-271F18.4	0	0	0
RP11-271K11.1	0	0	0
RP11-271K11.5	0	0	0
RP11-271K21.11	1.8327	2.3508	1.0825
RP11-271M24.2	0	0	0
RP11-271O3.1	0	0	0
RP11-272B17.1	0	0	0
RP11-272B17.2	0	0	0
RP11-272D12.1	0	0	0
RP11-272D12.2	0	0	0
RP11-272D20.2	0	0	0
RP11-272G22.1	0	0	0
RP11-272G22.2	0	0	0
RP11-272G22.3	0	0	0
RP11-272J7.4	0	0	0
RP11-272J7.6	0	0	0
RP11-272K23.3	0	0	0
RP11-272K23.4	0	0	0
RP11-272L13.2	0	0	0
RP11-272L13.3	0	0	0
RP11-272L13.4	0	0	0
RP11-272P10.2	0	0	0.0935
RP11-272P10.3	0	0	0
RP11-273B19.1	0	0	0
RP11-273B19.2	0	0	0
RP11-273B20.1	1.6992	3.4684	1.925
RP11-273B20.3	0	0	0
RP11-273G15.2	1.2111	3.5193	2.5488
RP11-273P3.1	0	0	0
RP11-274B18.2	0	0	0
RP11-274B18.3	0	0	0
RP11-274B18.4	0	0	0
RP11-274B21.1	3.6607	2.1576	2.5568
RP11-274B21.10	0.2683	0.0671	0
RP11-274B21.2	4.4532	2.9565	3.485
RP11-274B21.3	4.1626	2.5582	2.8847
RP11-274B21.4	4.9182	3.3764	3.4977
RP11-274B21.5	0	0	0
RP11-274B21.7	0	0	0
RP11-274B21.8	0	0	0
RP11-274B21.9	0	0.0299	0
RP11-274E7.1	0	0	0
RP11-274E7.2	0	0	0
RP11-274H2.2	0	0	0
RP11-274H2.3	0	0	0
RP11-274H2.5	0.0763	0	0
RP11-274H24.1	0	0	0
RP11-274J15.2	0	0	0
RP11-274J16.5	0	0	0
RP11-274J2.1	0	0.026	0
RP11-274J7.2	0	0	0
RP11-274J7.3	0	0	0
RP11-274K13.5	0	1.9975	0
RP11-274M17.1	0	0	0
RP11-274M17.2	0	0	0
RP11-274M17.3	0	0	0
RP11-274M4.1	0	0	0
RP11-275F13.1	0	0	0
RP11-275F13.3	0	0	0
RP11-275H4.1	0	0	0
RP11-275I14.2	0	0	0
RP11-275I14.4	0.2518	0.0851	0.5592
RP11-275I4.1	0	0	0
RP11-275I4.2	0	0	0
RP11-275N1.1	0	0	0
RP11-275O18.1	0	0	0
RP11-275O4.3	0	0	0
RP11-275O4.4	0	0	0
RP11-276E15.4	0	0	0
RP11-276E17.2	0	0	0
RP11-276H1.2	0	0	0
RP11-276H1.3	0	0	0
RP11-276H19.1	0	0.101	0
RP11-276H19.2	0	3.6383	0.0668
RP11-276H19.4	0	0	0
RP11-276H7.2	0	0	0
RP11-276H7.3	0	0	0
RP11-276M12.1	0	0	0.1143
RP11-277A4.4	0	0	0
RP11-277B15.1	0	0	0
RP11-277B15.2	0	0	2.2828
RP11-277B15.3	0	0	0
RP11-277E18.2	0	0	0
RP11-277I20.2	0	0	0
RP11-277I20.3	0	0	0
RP11-277J24.1	0	0	0
RP11-277J6.2	0	0	0
RP11-277J6.3	0	0	0
RP11-277K23.1	0	0	0
RP11-277L2.3	0.184	0.0165	0
RP11-277L2.4	0	0	0
RP11-277L2.5	0	0	0
RP11-277L2.6	0	0	0
RP11-277P12.10	0	0.0578	0
RP11-277P12.20	0	1.4608	1.065
RP11-277P12.9	0	0	0
RP11-278A23.2	0	0	0
RP11-278C7.1	1.2383	0	0.9363
RP11-278C7.2	0	0	0
RP11-278H7.1	0	0	0
RP11-278H7.3	0	0	0
RP11-278H7.4	0	0	0
RP11-278I4.1	0	0	0
RP11-278I4.2	0	0	0
RP11-278J20.2	0	0	0
RP11-278J6.1	0	0	0
RP11-278L15.2	0	0	0
RP11-278L15.3	0	0	0
RP11-278L15.4	0	0	0
RP11-278L15.6	0	0	0
RP11-279E1.1	0	0	0
RP11-279F6.1	0.26	0.1201	0.6828
RP11-279F6.2	0	0	0
RP11-279F6.3	0	0	0
RP11-279L11.1	0	0	0
RP11-279N8.1	0	0	0.74
RP11-279O17.1	0	0	0.7389
RP11-279O17.2	0	0	0
RP11-279O17.3	0	0	0
RP11-279O9.4	0	0.094	0
RP11-27G13.1	0	0	0
RP11-27G13.3	0	0	0
RP11-27G13.4	0	0	0
RP11-27G13.5	0	0	0
RP11-27G22.1	0	0	0
RP11-27G24.1	0	0	0
RP11-27G24.3	0	0	0
RP11-27I1.4	3.8761	3.0651	3.7623
RP11-27I1.6	0	0.1928	0
RP11-27K13.3	0.0878	0.0416	0
RP11-27M24.1	0.2023	0.781	0.2926
RP11-27M24.2	0	0	0
RP11-27M24.3	0	0	0
RP11-27M5.1	0	0	0
RP11-27M9.1	0	0	0
RP11-27N21.3	0	0	0
RP11-27P7.1	0	0	0
RP11-280G9.1	0	0	0.1949
RP11-280H21.1	0	0	0
RP11-280K24.1	0	0	0
RP11-280K24.4	0	0.0064	0
RP11-280K24.6	0	0	0
RP11-280O1.2	0	0	0
RP11-280O24.1	0	0	0
RP11-280O24.3	0	0	0
RP11-281A20.1	0	0	0
RP11-281A20.2	0	0	0
RP11-281B1.2	0	0	0
RP11-281H11.1	0	0	0
RP11-281J9.1	0	0	0
RP11-281J9.2	0	0	0
RP11-281N10.1	0	0	0
RP11-281O15.2	0	0	0
RP11-281O15.4	0	0	0
RP11-281O15.5	0	0	0
RP11-281O15.7	0	0	0
RP11-281O15.8	0	0	0
RP11-281P11.1	0	1.7595	0
RP11-281P23.1	0	0	0
RP11-281P23.2	0	0	0
RP11-282C5.1	0	0	0
RP11-282E4.1	0	0	0.0692
RP11-282I1.1	0	0	0
RP11-282I1.2	0	0	0
RP11-282K24.1	0	0.0518	0
RP11-282K24.2	0	0	0
RP11-282K24.3	0.154	0	0.0951
RP11-282M16.1	0	0	0
RP11-282O18.3	2.3839	1.4903	4.2914
RP11-282O18.6	0	0	0
RP11-282O18.7	0	0	0
RP11-283C24.1	0	0	0
RP11-283C24.2	0	0	0
RP11-283G6.3	0	0	0.2169
RP11-283G6.4	0	0	0
RP11-283G6.5	0	0	0
RP11-283I3.1	0	0	0
RP11-283I3.2	0	0	0
RP11-283I3.4	0	0	0
RP11-283I3.6	2.0314	1.2049	1.263
RP11-284A20.1	0	0	0
RP11-284A20.2	0	0	0
RP11-284A20.3	0	0	0
RP11-284B18.3	0	0	0
RP11-284F21.10	5.432	2.5399	5.2838
RP11-284F21.11	0.0968	0	0
RP11-284F21.7	3.9033	2.1461	4.9189
RP11-284F21.8	0	0	0
RP11-284F21.9	3.3283	1.5891	2.5587
RP11-284G10.1	0	0	0
RP11-284H18.1	0	0	0
RP11-284H19.1	0	0	0
RP11-284J1.1	0.0223	0.0156	0
RP11-284L19.1	0	0	0
RP11-284M14.1	1.4058	0	0
RP11-284N8.3	0	0	0
RP11-284P20.3	0	0	0
RP11-285A1.1	0.3054	0	0
RP11-285A15.1	0	0	0
RP11-285A18.2	0	0	0
RP11-285B24.1	0	0	0
RP11-285C1.2	0	0	0
RP11-285E9.5	0	0	0
RP11-285E9.6	0	0	0
RP11-285F16.1	0	0	0
RP11-285F7.2	3.4635	1.6125	2.501
RP11-285G1.14	0	0	0
RP11-285G1.2	0	0	0
RP11-285G1.9	0	0	0
RP11-285J16.1	0	0	0
RP11-285M22.1	0	0	0
RP11-285M22.2	0	0	0
RP11-285M22.3	0	0	0
RP11-286B14.1	0	0	0
RP11-286B14.2	0	0	0
RP11-286B5.1	0	0	0
RP11-286E11.1	0	0.0609	0
RP11-286E11.2	0	0	0.0278
RP11-286H14.1	0	0	0
RP11-286H14.2	0	0	0
RP11-286H14.3	0	0	0
RP11-286H14.4	0	0	0
RP11-286H14.6	0	0	0
RP11-286H14.8	0	0.3314	0
RP11-286H15.1	0	0	0
RP11-286M16.1	0	0	0
RP11-286N22.10	0	0	0
RP11-286N22.8	4.8256	5.2394	6.5055
RP11-286N3.1	0	0	0
RP11-286N3.2	0	0	0
RP11-286O18.1	0	0.0945	0
RP11-287D1.3	0	0.0093	0.0295
RP11-287F9.1	0	0	0
RP11-287F9.2	0	0	0
RP11-287J9.1	0	0	0
RP11-288C17.1	0	0	1.0758
RP11-288C17.3	0	0	0.5051
RP11-288D15.1	0	0	0
RP11-288E14.2	0	0	0
RP11-288G11.3	0	0	0
RP11-288G3.3	0	0	0
RP11-288G3.4	0	0	0
RP11-288H12.3	0.9891	0.535	0.3818
RP11-288H12.4	1.6136	1.4964	1.9464
RP11-288I21.1	0.1714	0.2796	0.5914
RP11-288K12.1	0	0	0
RP11-288L9.1	0	0	0
RP11-288L9.4	0	0	0
RP11-289A15.1	0	0	0
RP11-289E15.1	0	0	0
RP11-289F5.1	0	0	0
RP11-289H16.1	0	0	0
RP11-289I10.2	0	0	0
RP11-289I10.3	0	0	0
RP11-289K10.1	0	0	0
RP11-28B23.1	0	0	0
RP11-28F1.2	0	0	0
RP11-28G8.1	0.0668	0	0
RP11-28H5.2	0.3879	0	0.8549
RP11-28O3.1	0	0	0
RP11-28O3.2	0	0	0
RP11-28P17.3	0	0	0
RP11-290C10.1	0	0	0
RP11-290D2.3	0	0	0
RP11-290D2.5	0	0	0
RP11-290D2.6	0.2201	0.3249	0.3026
RP11-290F20.1	0.3746	1.5928	2.6188
RP11-290F20.2	0.091	0.3511	0.3668
RP11-290F20.3	0.2946	0.0189	0.2421
RP11-290F24.3	0.0656	0	0
RP11-290F24.6	1.6596	0	0.3719
RP11-290F5.1	0.0265	0	0
RP11-290F5.2	0.2556	0.1193	0
RP11-290H9.4	0	0	0.754
RP11-290I21.2	0	0	0
RP11-290K4.1	0	0	0
RP11-290K4.2	0	0	0
RP11-290L1.2	0	0	0.3054
RP11-290L1.3	0	0	3.5285
RP11-290L1.4	0	0	0
RP11-290L1.5	0	0	0
RP11-290L1.6	0	0	0
RP11-290L1.7	0	0	0
RP11-290L7.2	0	0	0
RP11-290L7.3	0	0	0
RP11-290L7.5	0	0	0
RP11-290M5.2	0	0	0
RP11-290M5.4	0	0	0
RP11-290O12.1	0	0	0
RP11-290P14.2	0	0	0
RP11-291B21.2	0	0	0
RP11-291C6.1	0	0	0
RP11-291H24.1	0	0	0
RP11-291J9.1	0	0	0
RP11-291J9.2	0	0	0
RP11-291L19.1	0	0	0
RP11-291L22.4	0	0	0
RP11-291O7.1	0	0	0
RP11-292B1.2	0	0	0
RP11-292B8.1	0	2.1371	2.7608
RP11-292B8.2	0	0	0
RP11-292D4.1	0	0	0
RP11-292D4.2	0	0	0
RP11-292D4.3	0	0	0
RP11-292E2.1	0	0	0
RP11-292E2.2	0	0	0
RP11-292E2.4	0	0	0
RP11-292F22.5	0	0	0
RP11-292F22.7	0	0	0
RP11-292F9.1	0.2589	0.2184	0
RP11-292F9.2	0	0	0
RP11-292I17.1	0	0	0
RP11-292K15.1	0	0	0
RP11-293A10.3	0	0	0
RP11-293A21.1	0	0	0
RP11-293A21.2	0	0	0
RP11-293B20.2	0	0	0
RP11-293B20.3	0	0	0
RP11-293B7.1	0	0	0
RP11-293D9.2	0	0	0
RP11-293E1.1	0	0	0
RP11-293E1.2	0	0	0
RP11-293F5.1	0	0	0
RP11-293F5.8	0	0	0
RP11-293G6__A.2	0	0.2109	0
RP11-293G6__A.3	0	0	0
RP11-293G6__B.2	0	0	0
RP11-293G6__B.4	0	0	0
RP11-293G6__B.8	0	0	0
RP11-293I14.2	0	0.6703	0
RP11-293K19.1	0	0	0
RP11-293M10.1	0	0	0
RP11-293M10.2	0	0	0
RP11-293M10.4	0	0	0
RP11-293M10.5	0.8448	0.6035	0
